Target_Genre,Mapped_Anchor_Genre,B2B_Platform_Category,Suno_Style_Prompt,Negative_Prompt,Suggested_Album_Title
soul,Neo-Soul (네오 소울),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"soul, 80-95 bpm, fender rhodes, mellow electric guitar, laid-back live drums, warm bass guitar, subtle horn section","no aggressive autotune, no plastic EDM synth leads, no high-tempo dance beats, no heavy metal distortion, no digital trap percussion loops",The Sound of soul - 호텔 라운지
k-pop boy group,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"k-pop boy group, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of k-pop boy group - 호텔 라운지
latin arena pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"latin arena pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of latin arena pop - 호텔 라운지
chicago rap,1980s Chicago House / Jacking House (시카고 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"chicago rap, 120-125 bpm, vintage tr707 drum machine, rhythmic jacking bassline, raw analogue synths, cowbell accents, acoustic handclaps, basic piano chords","no modern commercial autotune, no dynamic modern trap triplet hi-hat rolls, no sliding heavy 808 sub-bass glides, no heavy metal high-gain distortion guitars, no massive edm festival drops",The Sound of chicago rap - 호텔 라운지
italian pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"italian pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of italian pop - 호텔 라운지
heartland rock,Garage Rock / Indie Rock Revival (개러지 록),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"heartland rock, 120-140 bpm, raw overdriven electric guitars, crunchy rhythmic bass, unpolished acoustic drums, snappy tambourine accents","no modern electronic trap drum loops, no digital autotune voice shifting, no smooth commercial pop harmonies, no progressive metal technical sweeping solos, no massive edm festival drops",The Sound of heartland rock - 호텔 라운지
k-pop girl group,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"k-pop girl group, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of k-pop girl group - 호텔 라운지
agronejo,Grunge / 1990s Seattle Sound (그란지 록),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"agronejo, 80-120 bpm, heavy mud-distorted electric guitars, gritty rhythmic bass, unpolished aggressive acoustic drums, loose garage amplifiers feedback","no digital electronic drum machines, no modern commercial pop autotune, no rapid modern trap triplet hi-hat rolls, no progressive metal clear technical speed solos, no bright major scale pop piano",The Sound of agronejo - 호텔 라운지
modern country pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"modern country pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of modern country pop - 호텔 라운지
electro house,1980s Chicago House / Jacking House (시카고 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"electro house, 120-125 bpm, vintage tr707 drum machine, rhythmic jacking bassline, raw analogue synths, cowbell accents, acoustic handclaps, basic piano chords","no modern commercial autotune, no dynamic modern trap triplet hi-hat rolls, no sliding heavy 808 sub-bass glides, no heavy metal high-gain distortion guitars, no massive edm festival drops",The Sound of electro house - 호텔 라운지
latin hip hop,Lo-Fi Hip Hop / Chillhop Bedroom Beats (로파이 힙합),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"latin hip hop, 70-85 bpm, dusty vinyl drum breaks, jazzy acoustic piano chords, warm muted electric bass, vintage cassette tape hiss, continuous vinyl crackle noise, cozy guitar...","no fast electronic dance beats, no aggressive shouting rap flows, no rapid triplet trap hi-hat rolls, no heavy metal high-gain guitar distortion, no sharp commercial high-definition vocal belting",The Sound of latin hip hop - 호텔 라운지
canadian contemporary r&b,Alternative R&B / PBR&B (얼터너티브 알앤비),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"canadian contemporary r&b, 70-90 bpm, atmospheric ambient synths, distorted drum breaks, heavy sub-bass, moody electric guitar, filtered rhodes piano","no fast electronic house dance beats, no aggressive shouting metal growls, no cheerful major scale acoustic piano, no old-school fast boom bap drums, no country folk banjo",The Sound of canadian contemporary r&b - 호텔 라운지
neo mellow,Nu-Metal / Rap-Metal (뉴메탈 / 랩메탈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"neo mellow, 90-110 bpm, down-tuned rhythm guitar, turntable scratches, hip-hop drum breaks, aggressive bass guitar, dynamic electronics","no traditional high-speed metal guitar shredding solos, no electronic trap drum machine loops, no digital autotune voice shifting, no cheerful major scale pop melodies, no country folk banjo",The Sound of neo mellow - 호텔 라운지
pop rock,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"pop rock, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of pop rock - 호텔 라운지
latin rock,Math Rock (매스 록),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"latin rock, 110-140 bpm, clean tapping electric guitars, intricate polyrhythmic drums, snappy dynamic bass, bright glockenspiel flourishes","no heavy metal high-gain distortion solos, no polished commercial autotune pop, no electronic trap drum machine loops, no massive edm festival drops, no lush symphonic string arrangements",The Sound of latin rock - 호텔 라운지
punjabi pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"punjabi pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of punjabi pop - 호텔 라운지
rap metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"rap metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardware synths","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of rap metal - 호텔 라운지
trap argentino,Trap Music (트랩),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"trap argentino, 130-145 bpm, 808 sub-bass boom, rapid hi-hat rolls, crisp electronic snare, dark piano loops, brass hits","no acoustic live drums, no classic rock electric guitars, no slow country folk banjo, no bright major scale pop chords, no vintage tape hiss",The Sound of trap argentino - 호텔 라운지
new romantic,1990s Eurodance / Club Dance Pop (유로댄스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"new romantic, 130-140 bpm, dynamic 4/4 club kick, bright synthesizer piano stabs, energetic bassline arpeggios, sharp hi-hats, vocal synthesizer layers","no slow depressing acoustic folk, no digital trap triplet hi-hat rolls, no sliding heavy 808 sub-bass glides, no heavy metal high-gain guitar distortion, no dark industrial techno drones",The Sound of new romantic - 호텔 라운지
new wave,Synthwave / Retrowave (신스웨이브),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"new wave, 80-110 bpm, outrun retro analog synths, pulsing bassline, vintage LinnDrum machine, gated reverb snare, neon synthesizer pads, electric guitar solos","no modern trap drum loops, no sliding heavy 808 sub-bass, no autotuned mumble rap, no aggressive metal growls, no organic acoustic country folk banjo",The Sound of new wave - 호텔 라운지
uk dance,1990s Eurodance / Club Dance Pop (유로댄스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"uk dance, 130-140 bpm, dynamic 4/4 club kick, bright synthesizer piano stabs, energetic bassline arpeggios, sharp hi-hats, vocal synthesizer layers","no slow depressing acoustic folk, no digital trap triplet hi-hat rolls, no sliding heavy 808 sub-bass glides, no heavy metal high-gain guitar distortion, no dark industrial techno drones",The Sound of uk dance - 호텔 라운지
modern alternative rock,Alternative R&B / PBR&B (얼터너티브 알앤비),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"modern alternative rock, 70-90 bpm, atmospheric ambient synths, distorted drum breaks, heavy sub-bass, moody electric guitar, filtered rhodes piano","no fast electronic house dance beats, no aggressive shouting metal growls, no cheerful major scale acoustic piano, no old-school fast boom bap drums, no country folk banjo",The Sound of modern alternative rock - 호텔 라운지
indie pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"indie pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of indie pop - 호텔 라운지
indie rock,Noise Rock / No Wave (노이즈 록 / 노 웨이브),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"indie rock, 120-150 bpm, screaming guitar feedback, abrasive metallic percussion, detuned heavy bass guitar, raw microtonal noise, unorthodox guitar slide","no cheerful commercial pop melodies, no sweet autotuned pop singing, no smooth r&b harmonies, no traditional progressive metal guitar solos, no electronic trap drum loops",The Sound of indie rock - 호텔 라운지
house,1980s Chicago House / Jacking House (시카고 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"house, 120-125 bpm, vintage tr707 drum machine, rhythmic jacking bassline, raw analogue synths, cowbell accents, acoustic handclaps, basic piano chords","no modern commercial autotune, no dynamic modern trap triplet hi-hat rolls, no sliding heavy 808 sub-bass glides, no heavy metal high-gain distortion guitars, no massive edm festival drops",The Sound of house - 호텔 라운지
